symbol,group,mode,dump_pct,take_profit_pct,stop_loss_pct,timeout_minutes,trades,wins,losses,timeouts,both_hit,win_rate_pct,resolved_win_rate_pct,breakeven_win_rate_pct,edge_vs_be_pp,net_usd,fees_usd,avg_hold_minutes,avg_win_usd,avg_loss_usd,worst_trade_usd,best_trade_usd
ADAUSDT,large_alt,dump_reclaim,0.8,1.5,1.0,240,1,0,0,1,0,0.0,,47.99999999999999,,10.147716229348848,2.0,240.0,10.147716229348848,0.0,10.147716229348848,10.147716229348848
ADAUSDT,large_alt,dump_reclaim,0.8,1.5,1.0,480,1,1,0,0,0,100.0,100.0,47.99999999999999,52.00000000000001,13.0,2.0,275.0,13.0,0.0,13.0,13.0
ADAUSDT,large_alt,dump_reclaim,0.8,1.5,1.0,720,1,1,0,0,0,100.0,100.0,47.99999999999999,52.00000000000001,13.0,2.0,275.0,13.0,0.0,13.0,13.0
ADAUSDT,large_alt,dump_reclaim,0.8,2.0,1.0,240,1,0,0,1,0,0.0,,39.99999999999999,,10.147716229348848,2.0,240.0,10.147716229348848,0.0,10.147716229348848,10.147716229348848
ADAUSDT,large_alt,dump_reclaim,0.8,2.0,1.0,480,1,0,0,1,0,0.0,,39.99999999999999,,6.7463556851312685,2.0,480.0,6.7463556851312685,0.0,6.7463556851312685,6.7463556851312685
ADAUSDT,large_alt,dump_reclaim,0.8,2.0,1.0,720,1,0,0,1,0,0.0,,39.99999999999999,,12.091350826044735,2.0,720.0,12.091350826044735,0.0,12.091350826044735,12.091350826044735
ADAUSDT,large_alt,dump_reclaim,0.8,2.0,1.5,240,1,0,0,1,0,0.0,,48.57142857142857,,10.147716229348848,2.0,240.0,10.147716229348848,0.0,10.147716229348848,10.147716229348848
ADAUSDT,large_alt,dump_reclaim,0.8,2.0,1.5,480,1,0,0,1,0,0.0,,48.57142857142857,,6.7463556851312685,2.0,480.0,6.7463556851312685,0.0,6.7463556851312685,6.7463556851312685
ADAUSDT,large_alt,dump_reclaim,0.8,2.0,1.5,720,1,0,0,1,0,0.0,,48.57142857142857,,12.091350826044735,2.0,720.0,12.091350826044735,0.0,12.091350826044735,12.091350826044735
ADAUSDT,large_alt,dump_reclaim,0.8,2.5,1.2,240,1,0,0,1,0,0.0,,37.837837837837846,,10.147716229348848,2.0,240.0,10.147716229348848,0.0,10.147716229348848,10.147716229348848
ADAUSDT,large_alt,dump_reclaim,0.8,2.5,1.2,480,1,0,0,1,0,0.0,,37.837837837837846,,6.7463556851312685,2.0,480.0,6.7463556851312685,0.0,6.7463556851312685,6.7463556851312685
ADAUSDT,large_alt,dump_reclaim,0.8,2.5,1.2,720,1,0,0,1,0,0.0,,37.837837837837846,,12.091350826044735,2.0,720.0,12.091350826044735,0.0,12.091350826044735,12.091350826044735
ADAUSDT,large_alt,dump_reclaim,0.8,3.0,1.5,240,1,0,0,1,0,0.0,,37.777777777777786,,10.147716229348848,2.0,240.0,10.147716229348848,0.0,10.147716229348848,10.147716229348848
ADAUSDT,large_alt,dump_reclaim,0.8,3.0,1.5,480,1,0,0,1,0,0.0,,37.777777777777786,,6.7463556851312685,2.0,480.0,6.7463556851312685,0.0,6.7463556851312685,6.7463556851312685
ADAUSDT,large_alt,dump_reclaim,0.8,3.0,1.5,720,1,0,0,1,0,0.0,,37.777777777777786,,12.091350826044735,2.0,720.0,12.091350826044735,0.0,12.091350826044735,12.091350826044735
ADAUSDT,large_alt,dump_reclaim,1.2,1.5,1.0,240,0,0,0,0,0,0.0,,47.99999999999999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAUSDT,large_alt,dump_reclaim,1.2,1.5,1.0,480,0,0,0,0,0,0.0,,47.99999999999999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAUSDT,large_alt,dump_reclaim,1.2,1.5,1.0,720,0,0,0,0,0,0.0,,47.99999999999999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAUSDT,large_alt,dump_reclaim,1.2,2.0,1.0,240,0,0,0,0,0,0.0,,39.99999999999999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAUSDT,large_alt,dump_reclaim,1.2,2.0,1.0,480,0,0,0,0,0,0.0,,39.99999999999999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAUSDT,large_alt,dump_reclaim,1.2,2.0,1.0,720,0,0,0,0,0,0.0,,39.99999999999999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAUSDT,large_alt,dump_reclaim,1.2,2.0,1.5,240,0,0,0,0,0,0.0,,48.57142857142857,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAUSDT,large_alt,dump_reclaim,1.2,2.0,1.5,480,0,0,0,0,0,0.0,,48.57142857142857,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAUSDT,large_alt,dump_reclaim,1.2,2.0,1.5,720,0,0,0,0,0,0.0,,48.57142857142857,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAUSDT,large_alt,dump_reclaim,1.2,2.5,1.2,240,0,0,0,0,0,0.0,,37.837837837837846,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
