symbol,group,take_profit_pct,stop_loss_pct,trades,wins,losses,timeouts,both_hit,win_rate_pct,net_usd,fees_usd,avg_hold_minutes,avg_win_usd,avg_loss_usd,worst_trade_usd,best_trade_usd
AVAXUSDT,large_alt,0.4,0.2,679,205,441,33,2,30.191458026509572,-1393.0297366441314,1358.0,13.846833578792342,1.9587266208587726,-3.8596603710370347,-4.0,2.0
AVAXUSDT,large_alt,0.4,0.35,459,180,222,57,2,39.21568627450981,-980.3291578356141,918.0,20.962962962962962,1.9535628435263548,-4.9219481565256995,-5.5,2.0
AVAXUSDT,large_alt,0.25,0.12,1231,399,824,8,13,32.41267262388302,-2446.675080650096,2462.0,7.18927701056052,0.5,-3.1804988950121214,-3.1999999999999997,0.5
AVAXUSDT,large_alt,0.2,0.1,1571,513,1055,3,20,32.65436028007638,-3168.8495289092557,3142.0,5.416931890515595,0.0,-2.0170907249581513,-3.0,0.0
AVAXUSDT,large_alt,0.6,0.25,457,103,293,61,2,22.538293216630198,-939.8160472378183,914.0,21.059080962800877,3.508454862844252,-4.174868156967355,-4.500000000000001,4.0
AVAXUSDT,large_alt,0.8,0.3,360,62,212,86,1,17.22222222222222,-743.9279652731377,720.0,27.002777777777776,4.589772903081817,-4.318205574176889,-5.0,6.0
AVAXUSDT,large_alt,0.8,0.4,298,59,139,100,0,19.798657718120804,-598.2677520956908,596.0,32.828859060402685,4.427360260422234,-4.791971997758135,-6.0,6.0
AVAXUSDT,large_alt,1.0,0.4,276,34,124,118,0,12.318840579710145,-556.2981912991796,552.0,35.52536231884058,4.664037474136309,-4.646934920615211,-6.0,8.0
AVAXUSDT,large_alt,1.0,0.5,253,34,100,119,0,13.438735177865613,-538.4433864051699,506.0,38.84584980237154,5.079156513259134,-5.051232288183817,-7.0,8.0
LINKUSDT,large_alt,0.5,0.08,1180,163,993,24,4,13.813559322033898,-2295.4318019543193,2360.0,7.543220338983051,2.8867972989828905,-2.775419796105651,-2.8,3.0
LINKUSDT,large_alt,0.5,0.15,818,167,615,36,4,20.415647921760392,-1666.9432764336623,1636.0000000000002,11.3239608801956,2.8442498354511634,-3.434900544788953,-3.5,3.0
LINKUSDT,large_alt,0.5,0.25,568,150,368,50,2,26.408450704225352,-1251.1476035501546,1136.0000000000002,16.74823943661972,2.7914182585851233,-4.282579682628106,-4.500000000000001,3.0
LINKUSDT,large_alt,0.5,0.35,427,144,220,63,1,33.723653395784545,-873.6620767125829,854.0,22.60889929742389,2.8713502255728662,-4.9054224523241565,-5.5,3.0
LINKUSDT,large_alt,0.5,0.5,334,122,138,74,1,36.52694610778443,-762.1242454204863,668.0,29.182634730538922,2.7752056970149623,-5.842360365349752,-7.0,3.0
LINKUSDT,large_alt,0.3,0.15,1067,333,721,13,9,31.208997188378632,-2208.9903182112516,2134.0,8.447985004686036,1.0,-3.4632020684077,-3.5,1.0
LINKUSDT,large_alt,0.3,0.3,660,298,329,33,3,45.15151515151515,-1415.0060413333852,1320.0,14.274242424242424,0.9973403953247333,-4.761689333141125,-5.0,1.0
LINKUSDT,large_alt,0.4,0.2,750,225,501,24,2,30.0,-1575.426349340143,1500.0,12.441333333333333,1.9729655634474275,-3.9136443053882437,-4.0,2.0
LINKUSDT,large_alt,0.4,0.35,496,201,243,52,1,40.524193548387096,-1031.1786695473968,992.0,19.324596774193548,1.9755552175265174,-4.959113946061584,-5.5,2.0
LINKUSDT,large_alt,0.25,0.12,1378,433,939,6,15,31.42235123367199,-2795.4267346917227,2756.0,6.315674891146589,0.5,-3.1872240578748277,-3.1999999999999997,0.5
LINKUSDT,large_alt,0.2,0.1,1725,567,1154,4,27,32.869565217391305,-3466.4976455434517,3450.0,4.844057971014493,0.0,-2.0095638524889576,-3.0,0.0
LINKUSDT,large_alt,0.6,0.25,503,109,331,63,1,21.669980119284293,-1080.8301610892659,1006.0,19.041749502982107,3.4340124452977747,-4.238496901899074,-4.500000000000001,4.0
LINKUSDT,large_alt,0.8,0.3,373,66,232,75,0,17.694369973190348,-783.5096553047664,746.0,26.02680965147453,4.553891165292342,-4.538090739318684,-5.0,6.0
LINKUSDT,large_alt,0.8,0.4,320,63,167,90,0,19.6875,-685.8649992660276,640.0,30.503125,4.501496839000782,-5.163703105300481,-6.0,6.0
LINKUSDT,large_alt,1.0,0.4,304,40,162,102,0,13.157894736842104,-672.6833346850394,608.0,32.161184210526315,4.863859581004298,-5.142171336718242,-6.0,8.0
LINKUSDT,large_alt,1.0,0.5,259,43,113,103,0,16.602316602316602,-528.4340772064392,518.0,37.922779922779924,5.346279826930222,-5.341544488049481,-7.0,8.0
LTCUSDT,large_alt,0.5,0.08,913,122,773,18,0,13.362541073384447,-1788.8456067317102,1826.0,10.041621029572838,2.86477623698474,-2.781872879808574,-2.8,3.0
LTCUSDT,large_alt,0.5,0.15,609,123,454,32,0,20.19704433497537,-1231.0519487178608,1218.0,15.55336617405583,2.8083375133512485,-3.4232927712859795,-3.5,3.0
LTCUSDT,large_alt,0.5,0.25,410,113,238,59,0,27.5609756097561,-792.1995833332388,820.0000000000001,23.58780487804878,2.765076658995795,-4.113069817866759,-4.500000000000001,3.0
LTCUSDT,large_alt,0.5,0.35,345,110,170,65,0,31.884057971014492,-709.1847838824627,690.0000000000001,28.220289855072465,2.7787158146143383,-4.734084815675795,-5.5,3.0
LTCUSDT,large_alt,0.5,0.5,280,94,94,92,0,33.57142857142857,-580.628399885162,560.0,35.003571428571426,2.7628327960047923,-5.110548499149299,-7.0,3.0
LTCUSDT,large_alt,0.3,0.15,850,271,563,16,2,31.88235294117647,-1716.9321782595791,1700.0,10.86,0.993830993729327,-3.4535449141344006,-3.5,1.0
LTCUSDT,large_alt,0.3,0.3,501,228,241,32,1,45.50898203592814,-1044.0715304062464,1002.0,19.121756487025948,0.9907861215145245,-4.7146041647263015,-5.0,1.0
LTCUSDT,large_alt,0.4,0.2,567,169,368,30,0,29.80599647266314,-1159.6428760964873,1134.0000000000002,16.779541446208114,1.9437983976536382,-3.855628698669695,-4.0,2.0
LTCUSDT,large_alt,0.4,0.35,387,145,185,57,0,37.46770025839793,-825.2772588966984,774.0,25.04909560723514,1.9201749540699526,-4.840105072316987,-5.5,2.0
LTCUSDT,large_alt,0.25,0.12,1102,347,751,4,7,31.488203266787657,-2234.289314938565,2204.0,8.147912885662432,0.5,-3.189124920448417,-3.1999999999999997,0.5
LTCUSDT,large_alt,0.2,0.1,1439,486,951,2,10,33.77345378735233,-2856.051053330803,2878.0,6.005559416261293,0.0,-1.9847470836211278,-3.0,0.0
LTCUSDT,large_alt,0.6,0.25,376,84,226,66,0,22.340425531914892,-735.3984034889971,752.0,25.81117021276596,3.399943750346821,-4.11415047957632,-4.500000000000001,4.0
LTCUSDT,large_alt,0.8,0.3,298,41,159,98,0,13.758389261744966,-588.3478499811833,596.0,32.828859060402685,3.731360599658179,-4.288890856376349,-5.0,6.0
LTCUSDT,large_alt,0.8,0.4,246,42,104,100,0,17.073170731707318,-471.8462013700192,492.0,39.979674796747965,4.186585693543004,-4.544497341233728,-6.0,6.0
LTCUSDT,large_alt,1.0,0.4,244,26,107,111,0,10.655737704918034,-496.51780435629837,488.0,40.3155737704918,4.44005980616988,-4.536601540771875,-6.0,8.0
LTCUSDT,large_alt,1.0,0.5,218,25,75,118,0,11.46788990825688,-428.0277672785214,436.0,45.24311926605505,4.368370232983973,-4.772904456214884,-7.0,8.0
DOTUSDT,large_alt,0.5,0.08,2077,205,1869,3,5,9.870004814636495,-4614.304600467979,4154.0,3.8531535869041886,2.9754586515970596,-2.8000000000000984,-2.8,3.0
DOTUSDT,large_alt,0.5,0.15,1163,247,903,13,2,21.238177128116938,-2425.8217903035684,2326.0,7.668099742046432,2.9634350233507543,-3.4825547927419955,-3.5,3.0
