symbol,combo,dip_pct,dip_minutes,stable_range_pct,stable_minutes,take_profit_pct,stop_loss_pct,timeout_minutes,candidates,trades,wins,losses,timeouts,both_hit,win_rate_pct,resolved_win_rate_pct,breakeven_win_rate_pct,edge_vs_be_pp,net_usd,fees_usd,avg_hold_minutes,avg_win_usd,avg_loss_usd,worst_trade_usd,best_trade_usd
AVGO,dip5_2d,5.0,780,1.5,45,6.0,3.5,1170,78,13,4,3,6,0,30.76923076923077,57.142857142857146,43.15789473684211,13.984962406015036,93.7402479437232,78.0,755.3846153846154,35.22358193244777,-37.609681503171785,-41.0,54.0
AVGO,dip6_1d,6.0,390,1.5,30,6.0,3.0,780,24,5,2,1,2,0,40.0,66.66666666666667,40.0,26.66666666666667,79.45348830064987,30.0,759.0,41.42696808129958,-22.413707971624433,-36.0,54.0
AVGO,dip6_2d,6.0,780,2.0,60,7.0,3.5,1170,39,9,2,3,4,0,22.22222222222222,40.0,39.04761904761905,0.952380952380949,47.6802143994274,54.0,760.0,43.0472139450899,-24.90172827618644,-41.0,64.0
AVGO,dip7_2d,7.0,780,2.0,45,7.0,4.0,1170,31,5,1,1,3,0,20.0,50.0,41.81818181818181,8.181818181818187,107.91220255054057,30.0,991.0,38.47805063763514,-46.0,-46.0,64.0
AVGO,dip8_2d,8.0,780,2.0,60,8.0,4.0,1170,14,5,0,1,4,0,0.0,0.0,38.33333333333333,-38.33333333333333,80.3599037068195,30.0,1062.0,42.12394015629436,-23.00595838103179,-46.0,46.12457978931195
AVGO,dip8_3d,8.0,1170,2.5,90,8.0,4.0,1560,23,6,1,2,3,0,16.666666666666668,33.333333333333336,38.33333333333333,-4.999999999999993,61.927145214411816,36.00000000000001,1114.1666666666667,54.42833534478044,-33.78595360664317,-46.0,74.0
AVGO,dip4_2d,4.0,780,1.2,45,5.0,3.0,1170,121,16,7,7,2,0,43.75,50.0,44.99999999999999,5.000000000000007,29.641384578901864,96.0,695.9375,44.00000000000001,-30.928735046788688,-36.0,44.00000000000001
AVGO,dip10_3d,10.0,1170,2.5,60,10.0,5.0,1950,11,2,0,1,1,0,0.0,0.0,37.333333333333336,-37.333333333333336,-84.96082084373896,12.0,1150.0,0.0,-42.48041042186948,-56.0,-28.960820843738958
ORCL,dip4_1d,4.0,390,1.2,30,5.0,3.0,780,160,28,8,15,5,0,28.571428571428573,34.78260869565217,44.99999999999999,-10.21739130434782,-217.85414323751672,168.0,454.10714285714283,36.452680796820864,-32.35449728920696,-36.0,44.00000000000001
ORCL,dip5_1d,5.0,390,1.5,30,6.0,3.0,780,101,19,3,12,4,0,15.789473684210526,20.0,40.0,-20.0,-242.56151281426716,114.0,465.5263157894737,41.67787984608797,-32.210779431764784,-36.0,54.0
ORCL,dip5_2d,5.0,780,1.5,45,6.0,3.5,1170,140,21,4,12,5,0,19.047619047619047,25.0,43.15789473684211,-18.15789473684211,-220.3569147554266,126.0,561.1904761904761,36.372536970057354,-39.33363157814503,-41.0,54.0
ORCL,dip6_1d,6.0,390,1.5,30,6.0,3.0,780,49,10,1,6,3,0,10.0,14.285714285714286,40.0,-25.714285714285715,-193.25837578992662,60.0,501.0,30.01285187536993,-31.66050994258331,-36.0,54.0
ORCL,dip6_2d,6.0,780,2.0,60,7.0,3.5,1170,80,17,1,11,5,0,5.882352941176471,8.333333333333334,39.04761904761905,-30.714285714285715,-325.56926327039656,102.00000000000001,662.0588235294117,35.16897940970936,-35.865013916094924,-41.0,64.0
ORCL,dip7_2d,7.0,780,2.0,45,7.0,4.0,1170,63,11,1,6,4,0,9.090909090909092,14.285714285714286,41.81818181818181,-27.53246753246753,-110.41412776327354,66.0,784.0909090909091,33.11717444734529,-46.0,-46.0,64.0
ORCL,dip8_2d,8.0,780,2.0,60,8.0,4.0,1170,32,8,1,5,2,0,12.5,16.666666666666668,38.33333333333333,-21.66666666666666,-109.3281556177817,48.0,713.75,60.59608144586301,-38.42005308491795,-46.0,74.0
ORCL,dip8_3d,8.0,1170,2.5,90,8.0,4.0,1560,52,12,2,8,2,0,16.666666666666668,20.0,38.33333333333333,-18.33333333333333,-183.5617875416735,72.00000000000001,861.6666666666666,46.10955311458162,-46.0,-46.0,74.0
ORCL,dip4_2d,4.0,780,1.2,45,5.0,3.0,1170,187,27,8,15,4,0,29.62962962962963,34.78260869565217,44.99999999999999,-10.21739130434782,-154.22254723359168,162.0,492.22222222222223,36.77730420528382,-34.92330584323211,-36.0,44.00000000000001
ORCL,dip10_3d,10.0,1170,2.5,60,10.0,5.0,1950,34,7,1,4,2,0,14.285714285714286,20.0,37.333333333333336,-17.333333333333336,-99.9279300365473,42.0,1237.857142857143,41.357356654484235,-56.0,-56.0,94.0
