symbol,combo,dip_pct,dip_minutes,stable_range_pct,stable_minutes,take_profit_pct,stop_loss_pct,timeout_minutes,candidates,trades,wins,losses,timeouts,both_hit,win_rate_pct,resolved_win_rate_pct,breakeven_win_rate_pct,edge_vs_be_pp,net_usd,fees_usd,avg_hold_minutes,avg_win_usd,avg_loss_usd,worst_trade_usd,best_trade_usd
TXN,dip5_1d,5.0,390,1.5,30,6.0,3.0,780,39,10,2,4,4,0,20.0,33.333333333333336,40.0,-6.666666666666664,-12.321583413432208,60.0,548.5,29.37038414413114,-31.834700826817585,-36.0,54.0
TXN,dip5_2d,5.0,780,1.5,45,6.0,3.5,1170,68,11,2,1,8,0,18.181818181818183,66.66666666666667,43.15789473684211,23.50877192982456,74.9801389947877,66.0,1022.2727272727273,40.26098823200196,-21.054133694203678,-41.0,54.0
TXN,dip6_1d,6.0,390,1.5,30,6.0,3.0,780,19,8,3,3,2,0,37.5,50.0,40.0,10.0,55.62543522121718,48.0,451.25,45.901337439953416,-31.994978634649122,-36.0,54.0
TXN,dip6_2d,6.0,780,2.0,60,7.0,3.5,1170,30,8,2,3,3,0,25.0,40.0,39.04761904761905,0.952380952380949,26.43374406232269,48.0,896.25,45.62685244593809,-39.01841643035742,-41.0,64.0
TXN,dip7_2d,7.0,780,2.0,45,7.0,4.0,1170,18,5,2,1,2,0,40.0,66.66666666666667,41.81818181818181,24.84848484848486,40.09357561297949,30.0,818.0,42.80479055816096,-44.1603980307517,-46.0,64.0
TXN,dip8_2d,8.0,780,2.0,60,8.0,4.0,1170,7,2,1,0,1,0,50.0,100.0,38.33333333333333,61.66666666666667,89.3978351297115,12.0,1147.5,44.69891756485575,0.0,15.397835129711495,74.0
TXN,dip8_3d,8.0,1170,2.5,90,8.0,4.0,1560,6,2,0,0,2,0,0.0,,38.33333333333333,,-32.66809867323649,12.0,1560.0,0.018594698221635272,-32.68669337145813,-32.68669337145813,0.018594698221635272
TXN,dip4_2d,4.0,780,1.2,45,5.0,3.0,1170,131,16,4,5,7,0,25.0,44.44444444444444,44.99999999999999,-0.55555555555555,60.86622854380981,96.0,806.5625,28.506459235893512,-27.95598636846169,-36.0,44.00000000000001
TXN,dip10_3d,10.0,1170,2.5,60,10.0,5.0,1950,2,1,0,0,1,0,0.0,,37.333333333333336,,-21.664699418439064,6.0,1950.0,0.0,-21.664699418439064,-21.664699418439064,-21.664699418439064
QCOM,dip4_1d,4.0,390,1.2,30,5.0,3.0,780,134,26,6,16,4,0,23.076923076923077,27.272727272727273,44.99999999999999,-17.72727272727272,-268.0186347259201,156.0,425.7692307692308,36.08163575467023,-34.867844501056005,-36.0,44.00000000000001
QCOM,dip5_1d,5.0,390,1.5,30,6.0,3.0,780,81,19,3,12,4,0,15.789473684210526,20.0,40.0,-20.0,-275.59288820162124,114.0,432.63157894736844,39.24891677009918,-33.70267657515122,-36.0,54.0
QCOM,dip5_2d,5.0,780,1.5,45,6.0,3.5,1170,113,17,5,9,3,0,29.41176470588235,35.714285714285715,43.15789473684211,-7.4436090225563945,-47.88936010621316,102.00000000000001,650.8823529411765,45.951438409221694,-36.954942897076506,-41.0,54.0
QCOM,dip6_1d,6.0,390,1.5,30,6.0,3.0,780,51,11,1,7,3,0,9.090909090909092,12.5,40.0,-27.5,-176.13449164082076,66.0,400.45454545454544,30.872954959043767,-33.59416956474401,-36.0,54.0
QCOM,dip6_2d,6.0,780,2.0,60,7.0,3.5,1170,58,12,2,7,3,0,16.666666666666668,22.22222222222222,39.04761904761905,-16.82539682539683,-110.7765680437128,72.00000000000001,607.0833333333334,45.612033984910234,-36.653087997919215,-41.0,64.0
QCOM,dip7_2d,7.0,780,2.0,45,7.0,4.0,1170,52,8,1,4,3,0,12.5,20.0,41.81818181818181,-21.818181818181813,-163.04346387779933,48.0,665.625,64.0,-32.43478055397133,-46.0,64.0
QCOM,dip8_2d,8.0,780,2.0,60,8.0,4.0,1170,32,6,0,3,3,0,0.0,0.0,38.33333333333333,-38.33333333333333,-52.44533973392393,36.00000000000001,828.3333333333334,45.889682124714895,-36.05617599583843,-46.0,53.11502850852379
QCOM,dip8_3d,8.0,1170,2.5,90,8.0,4.0,1560,36,9,2,5,2,0,22.22222222222222,28.571428571428573,38.33333333333333,-9.761904761904756,-78.87054286307585,54.0,675.0,53.87712030407298,-40.0836506292158,-46.0,74.0
QCOM,dip4_2d,4.0,780,1.2,45,5.0,3.0,1170,152,23,9,12,2,0,39.130434782608695,42.857142857142854,44.99999999999999,-2.142857142857139,-29.775421115333547,138.0,545.0,40.27740078554315,-33.27303299775116,-36.0,44.00000000000001
QCOM,dip10_3d,10.0,1170,2.5,60,10.0,5.0,1950,36,6,2,3,1,0,33.333333333333336,40.0,37.333333333333336,2.6666666666666643,16.326357396794208,36.00000000000001,889.1666666666666,94.0,-42.91841065080145,-56.0,94.0
AVGO,dip4_1d,4.0,390,1.2,30,5.0,3.0,780,84,13,5,3,5,0,38.46153846153846,62.5,44.99999999999999,17.500000000000007,146.11198055134614,78.0,618.8461538461538,30.59624914196037,-32.3135654315743,-36.0,44.00000000000001
AVGO,dip5_1d,5.0,390,1.5,30,6.0,3.0,780,54,10,3,4,3,0,30.0,42.857142857142854,40.0,2.857142857142854,24.860927640161016,60.0,562.0,38.02303787329164,-33.050852345259436,-36.0,54.0
